lat,lon,probability
48.3707,16.7624,0.292
48.3707,16.804,0.465
48.3624,13.379,0.635
48.3624,13.4207,0.365
48.3624,13.4624,0.543
48.3624,13.504,0.75
48.3624,13.5457,0.522
48.3624,13.5874,0.192
48.3624,13.629,0.6
48.3624,13.6707,0.533
48.3624,13.7124,0.683
48.3624,13.754,0.685
48.3624,13.7957,0.435
48.3624,13.8374,0.522
48.3624,13.879,0.555
48.3624,13.9207,0.308
48.3624,13.9624,0.525
48.3624,14.004,0.947
48.3624,14.0457,0.762
48.3624,14.0874,0.545
48.3624,14.129,0.69
48.3624,14.1707,0.8
48.3624,14.2124,0.65
48.3624,14.254,0.715
48.3624,14.2957,0.74
48.3624,14.3374,0.55
48.3624,14.379,0.77
48.3624,14.4207,0.783
48.3624,14.4624,0.783
48.3624,14.504,0.858
48.3624,14.5457,0.935
48.3624,14.5874,0.493
48.3624,14.629,0.387
48.3624,14.6707,0.415
48.3624,14.7124,0.52
48.3624,14.754,0.48
48.3624,14.7957,0.275
48.3624,14.8374,0.505
48.3624,14.879,0.233
48.3624,14.9207,0.38
48.3624,14.9624,0.333
48.3624,15.004,0.172
48.3624,15.0457,0.172
48.3624,15.0874,0.195
48.3624,15.129,0.15
48.3624,15.1707,0.417
48.3624,15.2124,0.138
48.3624,15.254,0.502
48.3624,15.2957,0.562
48.3624,15.3374,0.73
48.3624,15.379,0.592
48.3624,15.4207,0.507
48.3624,15.4624,0.25
48.3624,15.504,0.42
48.3624,15.5457,0.4
48.3624,15.5874,0.82
48.3624,15.629,0.637
48.3624,15.6707,0.46
48.3624,15.7124,0.842
48.3624,15.754,0.858
48.3624,15.7957,0.812
48.3624,15.8374,0.87
48.3624,15.879,0.892
48.3624,15.9207,0.325
48.3624,15.9624,0.262
48.3624,16.004,0.278
48.3624,16.0457,0.317
48.3624,16.0874,0.433
48.3624,16.129,0.185
48.3624,16.1707,0.41
48.3624,16.2124,0.855
48.3624,16.254,0.94
48.3624,16.2957,0.95
48.3624,16.3374,0.897
48.3624,16.379,0.83
48.3624,16.4207,0.975
48.3624,16.4624,0.975
48.3624,16.504,0.942
48.3624,16.5457,0.87
48.3624,16.5874,0.955
48.3624,16.629,0.842
48.3624,16.6707,0.75
48.3624,16.7124,0.407
48.3624,16.754,0.438
48.3624,16.7957,0.322
48.3624,16.8374,0.32
48.354,13.3957,0.482
48.354,13.4374,0.49
48.354,13.479,0.683
48.354,13.5207,0.84
48.354,13.5624,0.327
48.354,13.604,0.262
48.354,13.6457,0.428
48.354,13.6874,0.6
48.354,13.729,0.67
48.354,13.7707,0.71
48.354,13.8124,0.535
48.354,13.854,0.433
48.354,13.8957,0.567
48.354,13.9374,0.298
48.354,13.979,0.7
48.354,14.0207,0.728
48.354,14.0624,0.825
48.354,14.104,0.702
48.354,14.1457,0.853
48.354,14.1874,0.735
48.354,14.229,0.658
48.354,14.2707,0.548
48.354,14.3124,0.562
48.354,14.354,0.637
48.354,14.3957,0.74
48.354,14.4374,0.632
48.354,14.479,0.74
48.354,14.5207,0.765
48.354,14.5624,0.793
48.354,14.604,0.522
48.354,14.6457,0.273
48.354,14.6874,0.415
48.354,14.729,0.447
48.354,14.7707,0.47
48.354,14.8124,0.623
48.354,14.854,0.48
48.354,14.8957,0.553
48.354,14.9374,0.34
48.354,14.979,0.21
48.354,15.0207,0.177
48.354,15.0624,0.172
48.354,15.104,0.192
48.354,15.1457,0.32
48.354,15.1874,0.235
48.354,15.229,0.135
48.354,15.2707,0.445
48.354,15.3124,0.712
48.354,15.354,0.558
48.354,15.3957,0.465
48.354,15.4374,0.31
48.354,15.479,0.278
48.354,15.5207,0.325
48.354,15.604,0.683
48.354,15.6457,0.752
48.354,15.6874,0.65
48.354,15.729,0.855
48.354,15.7707,0.887
48.354,15.8124,0.877
48.354,15.854,0.87
48.354,15.8957,0.74
48.354,15.9374,0.447
48.354,15.979,0.382
48.354,16.0207,0.5
48.354,16.0624,0.41
48.354,16.104,0.215
48.354,16.1457,0.445
48.354,16.1874,0.66
48.354,16.229,0.96
48.354,16.2707,0.918
48.354,16.3124,0.965
48.354,16.354,0.882
48.354,16.3957,0.94
48.354,16.4374,0.942
48.354,16.479,0.875
48.354,16.5207,0.832
48.354,16.5624,0.925
48.354,16.604,0.947
48.354,16.6457,0.858
48.354,16.6874,0.627
48.354,16.729,0.435
48.354,16.7707,0.54
48.354,16.8124,0.248
48.354,16.854,0.23
48.3457,13.379,0.317
48.3457,13.4207,0.555
48.3457,13.4624,0.685
48.3457,13.504,0.81
48.3457,13.5457,0.458
48.3457,13.5874,0.407
48.3457,13.629,0.535
48.3457,13.6707,0.595
48.3457,13.7124,0.702
48.3457,13.754,0.327
48.3457,13.7957,0.692
48.3457,13.8374,0.292
48.3457,13.879,0.298
48.3457,13.9207,0.72
48.3457,13.9624,0.873
48.3457,14.004,0.618
48.3457,14.0457,0.712
48.3457,14.0874,0.793
48.3457,14.129,0.788
48.3457,14.1707,0.812
48.3457,14.2124,0.72
48.3457,14.254,0.595
48.3457,14.2957,0.613
48.3457,14.3374,0.76
48.3457,14.379,0.785
48.3457,14.4207,0.842
48.3457,14.4624,0.812
48.3457,14.504,0.755
48.3457,14.5457,0.767
48.3457,14.5874,0.76
48.3457,14.629,0.522
48.3457,14.6707,0.442
48.3457,14.7124,0.458
48.3457,14.754,0.335
48.3457,14.7957,0.317
48.3457,14.8374,0.37
48.3457,14.879,0.438
48.3457,14.9207,0.47
48.3457,15.004,0.162
48.3457,15.0457,0.162
48.3457,15.0874,0.175
48.3457,15.129,0.132
48.3457,15.1707,0.382
48.3457,15.2124,0.192
48.3457,15.254,0.675
48.3457,15.2957,0.775
48.3457,15.3374,0.108
48.3457,15.379,0.512
48.3457,15.4207,0.485
48.3457,15.4624,0.347
48.3457,15.504,0.575
48.3457,15.5457,0.237
48.3457,15.5874,0.145
48.3457,15.629,0.595
48.3457,15.6707,0.355
48.3457,15.7124,0.882
48.3457,15.754,0.762
48.3457,15.7957,0.863
48.3457,15.8374,0.983
48.3457,15.879,0.82
48.3457,15.9207,0.795
48.3457,15.9624,0.755
48.3457,16.004,0.582
48.3457,16.0457,0.738
48.3457,16.0874,0.712
48.3457,16.129,0.65
48.3457,16.1707,0.733
48.3457,16.2124,0.902
48.3457,16.254,0.733
48.3457,16.2957,0.777
48.3457,16.3374,0.913
48.3457,16.379,0.91
48.3457,16.4207,0.98
48.3457,16.4624,0.973
48.3457,16.504,0.93
48.3457,16.5457,0.89
48.3457,16.5874,0.91
48.3457,16.629,0.955
48.3457,16.6707,0.695
48.3457,16.7124,0.35
48.3457,16.754,0.527
48.3457,16.7957,0.275
48.3457,16.8374,0.41
48.3457,16.879,0.405
48.3374,13.3624,0.373
48.3374,13.404,0.29
48.3374,13.4457,0.728
48.3374,13.4874,0.855
48.3374,13.529,0.642
48.3374,13.5707,0.623
48.3374,13.6124,0.458
48.3374,13.654,0.64
48.3374,13.6957,0.717
48.3374,13.7374,0.625
48.3374,13.779,0.613
48.3374,13.8207,0.398
48.3374,13.8624,0.25
48.3374,13.904,0.265
48.3374,13.9457,0.688
48.3374,13.9874,0.707
48.3374,14.029,0.6
48.3374,14.0707,0.748
48.3374,14.1124,0.762
48.3374,14.154,0.743
48.3374,14.1957,0.822
48.3374,14.2374,0.385
48.3374,14.279,0.683
48.3374,14.3207,0.83
48.3374,14.3624,0.767
48.3374,14.404,0.865
48.3374,14.4457,0.7
48.3374,14.4874,0.75
48.3374,14.529,0.805
48.3374,14.5707,0.728
48.3374,14.6124,0.85
48.3374,14.654,0.45
48.3374,14.6957,0.403
48.3374,14.7374,0.312
48.3374,14.779,0.352
48.3374,14.8207,0.415
48.3374,14.8624,0.488
48.3374,14.904,0.298
48.3374,14.9457,0.357
48.3374,14.9874,0.375
48.3374,15.029,0.162
48.3374,15.0707,0.265
48.3374,15.1124,0.132
48.3374,15.154,0.327
48.3374,15.1957,0.327
48.3374,15.2374,0.317
48.3374,15.279,0.827
48.3374,15.3207,0.147
48.3374,15.3624,0.162
48.3374,15.404,0.472
48.3374,15.4457,0.257
48.3374,15.4874,0.577
48.3374,15.529,0.28
48.3374,15.5707,0.365
48.3374,15.6124,0.577
48.3374,15.654,0.56
48.3374,15.6957,0.91
48.3374,15.7374,0.775
48.3374,15.779,0.738
48.3374,15.8207,0.925
48.3374,15.8624,0.928
48.3374,15.904,0.755
48.3374,15.9457,0.8
48.3374,15.9874,0.697
48.3374,16.029,0.808
48.3374,16.0707,0.915
48.3374,16.1124,0.748
48.3374,16.154,0.853
48.3374,16.1957,0.8
48.3374,16.2374,0.733
48.3374,16.279,0.87
48.3374,16.3207,0.915
48.3374,16.3624,0.808
48.3374,16.404,0.808
48.3374,16.4457,0.97
48.3374,16.4874,0.9
48.3374,16.529,0.92
48.3374,16.5707,0.885
48.3374,16.6124,0.858
48.3374,16.654,0.817
48.3374,16.6957,0.655
48.3374,16.7374,0.412
48.3374,16.779,0.355
48.3374,16.8207,0.275
48.3374,16.8624,0.282
48.329,13.3207,0.663
48.329,13.3624,0.285
48.329,13.404,0.517
48.329,13.4457,0.815
48.329,13.4874,0.832
48.329,13.529,0.58
48.329,13.5707,0.64
48.329,13.6124,0.363
48.329,13.654,0.608
48.329,13.6957,0.603
48.329,13.7374,0.577
48.329,13.779,0.368
48.329,13.8207,0.262
48.329,13.8624,0.273
48.329,13.904,0.273
48.329,13.9457,0.375
48.329,13.9874,0.268
48.329,14.029,0.575
48.329,14.0707,0.647
48.329,14.1124,0.665
48.329,14.154,0.762
48.329,14.1957,0.853
48.329,14.2374,0.63
48.329,14.279,0.858
48.329,14.3207,0.725
48.329,14.3624,0.82
48.329,14.404,0.798
48.329,14.4457,0.887
48.329,14.4874,0.837
48.329,14.529,0.592
48.329,14.5707,0.812
48.329,14.6124,0.745
48.329,14.654,0.567
48.329,14.6957,0.452
48.329,14.7374,0.357
48.329,14.779,0.425
48.329,14.8207,0.5
48.329,14.8624,0.5
48.329,14.904,0.368
48.329,14.9457,0.365
48.329,14.9874,0.412
48.329,15.029,0.157
48.329,15.0707,0.403
48.329,15.1124,0.48
48.329,15.154,0.45
48.329,15.1957,0.505
48.329,15.2374,0.415
48.329,15.279,0.692
48.329,15.3207,0.1
48.329,15.3624,0.19
48.329,15.404,0.48
48.329,15.4457,0.315
48.329,15.4874,0.587
48.329,15.529,0.275
48.329,15.5707,0.335
48.329,15.6124,0.47
48.329,15.654,0.655
48.329,15.6957,0.895
48.329,15.7374,0.725
48.329,15.779,0.63
48.329,15.8207,0.875
48.329,15.8624,0.86
48.329,15.904,0.637
48.329,15.9457,0.837
48.329,15.9874,0.84
48.329,16.029,0.82
48.329,16.0707,0.928
48.329,16.1124,0.705
48.329,16.154,0.855
48.329,16.1957,0.97
48.329,16.2374,0.798
48.329,16.279,0.755
48.329,16.3207,0.853
48.329,16.3624,0.825
48.329,16.404,0.928
48.329,16.4457,0.952
48.329,16.4874,0.873
48.329,16.529,0.935
48.329,16.5707,0.855
48.329,16.6124,0.947
48.329,16.654,0.873
48.329,16.6957,0.615
48.329,16.7374,0.42
48.329,16.779,0.233
48.329,16.8207,0.273
48.329,16.8624,0.36
48.3207,13.304,0.652
48.3207,13.3457,0.33
48.3207,13.3874,0.533
48.3207,13.429,0.613
48.3207,13.4707,0.752
48.3207,13.5124,0.793
48.3207,13.554,0.762
48.3207,13.5957,0.717
48.3207,13.6374,0.545
48.3207,13.679,0.575
48.3207,13.7207,0.535
48.3207,13.7624,0.59
48.3207,13.804,0.355
48.3207,13.8457,0.213
48.3207,13.8874,0.25
48.3207,13.929,0.343
48.3207,13.9707,0.625
48.3207,14.0124,0.46
48.3207,14.054,0.603
48.3207,14.0957,0.678
48.3207,14.1374,0.715
48.3207,14.179,0.817
48.3207,14.2207,0.757
48.3207,14.2624,0.587
48.3207,14.304,0.433
48.3207,14.3457,0.808
48.3207,14.3874,0.795
48.3207,14.429,0.865
48.3207,14.4707,0.87
48.3207,14.5124,0.75
48.3207,14.554,0.86
48.3207,14.5957,0.793
48.3207,14.6374,0.692
48.3207,14.679,0.558
48.3207,14.7207,0.575
48.3207,14.7624,0.488
48.3207,14.804,0.377
48.3207,14.8457,0.527
48.3207,14.8874,0.522
48.3207,14.929,0.345
48.3207,14.9707,0.303
48.3207,15.0124,0.138
48.3207,15.054,0.34
48.3207,15.0957,0.558
48.3207,15.1374,0.5
48.3207,15.179,0.507
48.3207,15.2207,0.875
48.3207,15.2624,0.848
48.3207,15.3457,0.138
48.3207,15.3874,0.783
48.3207,15.429,0.21
48.3207,15.4707,0.72
48.3207,15.5124,0.347
48.3207,15.554,0.452
48.3207,15.5957,0.68
48.3207,15.6374,0.785
48.3207,15.679,0.868
48.3207,15.7207,0.795
48.3207,15.7624,0.637
48.3207,15.804,0.842
48.3207,15.8457,0.897
48.3207,15.8874,0.733
48.3207,15.929,0.86
48.3207,15.9707,0.85
48.3207,16.0124,0.925
48.3207,16.054,0.865
48.3207,16.0957,0.748
48.3207,16.1374,0.945
48.3207,16.179,0.885
48.3207,16.2207,0.74
48.3207,16.2624,0.81
48.3207,16.304,0.81
48.3207,16.3457,0.842
48.3207,16.3874,0.73
48.3207,16.429,0.975
48.3207,16.4707,0.913
48.3207,16.5124,0.96
48.3207,16.554,0.923
48.3207,16.5957,0.885
48.3207,16.6374,0.908
48.3207,16.679,0.87
48.3207,16.7207,0.51
48.3207,16.7624,0.355
48.3207,16.804,0.157
48.3207,16.8457,0.273
48.3207,16.8874,0.27
48.3124,13.3124,0.658
48.3124,13.354,0.512
48.3124,13.3957,0.46
48.3124,13.4374,0.63
48.3124,13.479,0.755
48.3124,13.5207,0.973
48.3124,13.5624,0.748
48.3124,13.604,0.603
48.3124,13.6457,0.608
48.3124,13.6874,0.54
48.3124,13.729,0.67
48.3124,13.7707,0.42
48.3124,13.8124,0.405
48.3124,13.854,0.278
48.3124,13.8957,0.203
48.3124,13.9374,0.248
48.3124,13.979,0.527
48.3124,14.0207,0.445
48.3124,14.0624,0.63
48.3124,14.104,0.67
48.3124,14.1457,0.735
48.3124,14.1874,0.815
48.3124,14.229,0.83
48.3124,14.2707,0.817
48.3124,14.3124,0.46
48.3124,14.354,0.32
48.3124,14.3957,0.835
48.3124,14.4374,0.877
48.3124,14.479,0.825
48.3124,14.5207,0.908
48.3124,14.5624,0.835
48.3124,14.604,0.688
48.3124,14.6457,0.688
48.3124,14.6874,0.403
48.3124,14.729,0.545
48.3124,14.7707,0.63
48.3124,14.8124,0.365
48.3124,14.854,0.438
48.3124,14.8957,0.42
48.3124,14.9374,0.377
48.3124,14.979,0.26
48.3124,15.0207,0.155
48.3124,15.0624,0.405
48.3124,15.104,0.605
48.3124,15.1457,0.59
48.3124,15.1874,0.695
48.3124,15.229,0.825
48.3124,15.2707,0.683
48.3124,15.3124,0.488
48.3124,15.354,0.585
48.3124,15.3957,0.658
48.3124,15.4374,0.535
48.3124,15.479,0.723
48.3124,15.5207,0.463
48.3124,15.5624,0.45
48.3124,15.604,0.848
48.3124,15.6457,0.755
48.3124,15.6874,0.88
48.3124,15.729,0.812
48.3124,15.7707,0.73
48.3124,15.8124,0.978
48.3124,15.854,0.83
48.3124,15.8957,0.865
48.3124,15.9374,0.863
48.3124,15.979,0.868
48.3124,16.0207,0.835
48.3124,16.0624,0.855
48.3124,16.104,0.79
48.3124,16.1457,0.925
48.3124,16.1874,0.623
48.3124,16.229,0.868
48.3124,16.2707,0.793
48.3124,16.3124,0.865
48.3124,16.354,0.842
48.3124,16.3957,0.752
48.3124,16.4374,0.962
48.3124,16.479,0.998
48.3124,16.5207,0.928
48.3124,16.5624,0.952
48.3124,16.604,0.817
48.3124,16.6457,0.935
48.3124,16.6874,0.668
48.3124,16.729,0.738
48.3124,16.7707,0.507
48.3124,16.8124,0.31
48.3124,16.854,0.268
48.3124,16.8957,0.273
48.304,13.2957,0.665
48.304,13.3374,0.5
48.304,13.379,0.5
48.304,13.4207,0.65
48.304,13.4624,0.695
48.304,13.504,0.752
48.304,13.5457,0.765
48.304,13.5874,0.71
48.304,13.629,0.623
48.304,13.6707,0.627
48.304,13.7124,0.7
48.304,13.754,0.582
48.304,13.7957,0.45
48.304,13.8374,0.415
48.304,13.879,0.24
48.304,13.9207,0.105
48.304,13.9624,0.19
48.304,14.0457,0.6
48.304,14.0874,0.598
48.304,14.129,0.735
48.304,14.1707,0.817
48.304,14.2124,0.533
48.304,14.254,0.835
48.304,14.2957,0.442
48.304,14.3374,0.79
48.304,14.379,0.627
48.304,14.4207,0.81
48.304,14.4624,0.855
48.304,14.504,0.853
48.304,14.5457,0.808
48.304,14.5874,0.82
48.304,14.629,0.738
48.304,14.6707,0.66
48.304,14.7124,0.433
48.304,14.754,0.458
48.304,14.7957,0.44
48.304,14.8374,0.425
48.304,14.879,0.658
48.304,14.9207,0.543
48.304,14.9624,0.275
48.304,15.004,0.275
48.304,15.0457,0.575
48.304,15.0874,0.498
48.304,15.129,0.707
48.304,15.1707,0.535
48.304,15.2124,0.707
48.304,15.254,0.717
48.304,15.2957,0.533
48.304,15.3374,0.975
48.304,15.379,0.477
48.304,15.4207,0.783
48.304,15.4624,0.71
48.304,15.504,0.428
48.304,15.5457,0.517
48.304,15.5874,0.848
48.304,15.629,0.755
48.304,15.6707,0.72
48.304,15.7124,0.84
48.304,15.754,0.76
48.304,15.7957,0.895
48.304,15.8374,0.923
48.304,15.879,0.918
48.304,15.9207,0.882
48.304,15.9624,0.902
48.304,16.004,0.913
48.304,16.0457,0.825
48.304,16.0874,0.915
48.304,16.129,0.76
48.304,16.1707,0.695
48.304,16.2124,0.925
48.304,16.254,0.845
48.304,16.2957,0.683
48.304,16.3374,0.92
48.304,16.379,0.93
48.304,16.4207,0.975
48.304,16.4624,0.998
48.304,16.504,0.96
48.304,16.5457,0.938
48.304,16.5874,0.965
48.304,16.629,0.89
48.304,16.6707,0.87
48.304,16.7124,0.56
48.304,16.754,0.403
48.304,16.7957,0.298
48.304,16.8374,0.3
48.304,16.879,0.2
48.2957,13.2207,0.623
48.2957,13.2624,0.637
48.2957,13.304,0.433
48.2957,13.3457,0.54
48.2957,13.3874,0.65
48.2957,13.429,0.56
48.2957,13.4707,0.817
48.2957,13.5124,0.663
48.2957,13.554,0.775
48.2957,13.5957,0.863
48.2957,13.6374,0.978
48.2957,13.679,0.598
48.2957,13.7207,0.54
48.2957,13.7624,0.57
48.2957,13.804,0.423
48.2957,13.8457,0.363
48.2957,13.8874,0.215
48.2957,13.929,0.13
48.2957,13.9707,0.527
48.2957,14.0124,0.387
48.2957,14.054,0.775
48.2957,14.0957,0.825
48.2957,14.1374,0.735
48.2957,14.179,0.652
48.2957,14.2207,0.428
48.2957,14.2624,0.842
48.2957,14.304,0.642
48.2957,14.3457,0.83
48.2957,14.3874,0.783
48.2957,14.429,0.777
48.2957,14.4707,0.84
48.2957,14.5124,0.793
48.2957,14.554,0.82
48.2957,14.5957,0.783
48.2957,14.6374,0.75
48.2957,14.679,0.567
48.2957,14.7207,0.64
48.2957,14.7624,0.47
48.2957,14.804,0.2
48.2957,14.8457,0.59
48.2957,14.8874,0.67
48.2957,14.929,0.333
48.2957,14.9707,0.57
48.2957,15.0124,0.147
48.2957,15.054,0.325
48.2957,15.0957,0.132
48.2957,15.1374,0.57
48.2957,15.179,0.265
48.2957,15.2207,0.235
48.2957,15.2624,0.615
48.2957,15.304,0.57
48.2957,15.3457,0.603
48.2957,15.3874,0.512
48.2957,15.429,0.765
48.2957,15.4707,0.468
48.2957,15.5124,0.405
48.2957,15.554,0.548
48.2957,15.5957,0.815
48.2957,15.6374,0.848
48.2957,15.679,0.785
48.2957,15.7207,0.897
48.2957,15.7624,0.785
48.2957,15.804,0.955
48.2957,15.8457,0.933
48.2957,15.8874,0.93
48.2957,15.929,0.873
48.2957,15.9707,0.892
48.2957,16.0124,0.887
48.2957,16.054,0.85
48.2957,16.0957,0.868
48.2957,16.1374,0.695
48.2957,16.179,0.863
48.2957,16.2207,0.93
48.2957,16.2624,0.69
48.2957,16.304,0.775
48.2957,16.3457,0.957
48.2957,16.3874,0.895
48.2957,16.429,0.995
48.2957,16.4707,0.983
48.2957,16.5124,0.913
48.2957,16.554,0.945
48.2957,16.5957,0.925
48.2957,16.6374,0.882
48.2957,16.679,0.882
48.2957,16.7207,0.658
48.2957,16.7624,0.475
48.2957,16.804,0.447
48.2957,16.8457,0.213
48.2957,16.8874,0.268
48.2874,13.179,0.493
48.2874,13.2207,0.627
48.2874,13.2624,0.507
48.2874,13.304,0.44
48.2874,13.3457,0.482
48.2874,13.3874,0.623
48.2874,13.429,0.87
48.2874,13.4707,0.748
48.2874,13.5124,0.855
48.2874,13.554,0.717
48.2874,13.5957,0.775
48.2874,13.6374,0.803
48.2874,13.679,0.61
48.2874,13.7207,0.61
48.2874,13.7624,0.64
48.2874,13.804,0.34
48.2874,13.8457,0.255
48.2874,13.8874,0.248
48.2874,13.929,0.11
48.2874,13.9707,0.678
48.2874,14.0124,0.685
48.2874,14.054,0.702
48.2874,14.0957,0.967
48.2874,14.1374,0.873
48.2874,14.179,0.533
48.2874,14.2207,0.38
48.2874,14.2624,0.765
48.2874,14.304,0.63
48.2874,14.3457,0.757
48.2874,14.3874,0.822
48.2874,14.429,0.863
48.2874,14.4707,0.868
48.2874,14.5124,0.897
48.2874,14.554,0.918
48.2874,14.5957,0.815
48.2874,14.6374,0.783
48.2874,14.679,0.575
48.2874,14.7207,0.42
48.2874,14.7624,0.447
48.2874,14.804,0.14
48.2874,14.8457,0.625
48.2874,14.8874,0.54
48.2874,14.929,0.412
48.2874,14.9707,0.363
48.2874,15.0124,0.112
48.2874,15.054,0.26
48.2874,15.0957,0.17
48.2874,15.1374,0.233
48.2874,15.179,0.285
48.2874,15.2207,0.525
48.2874,15.2624,0.64
48.2874,15.304,0.75
48.2874,15.3457,0.7
48.2874,15.3874,0.425
48.2874,15.429,0.65
48.2874,15.4707,0.43
48.2874,15.5124,0.38
48.2874,15.554,0.618
48.2874,15.5957,0.697
48.2874,15.6374,0.815
48.2874,15.679,0.83
48.2874,15.7207,0.962
48.2874,15.7624,0.683
48.2874,15.804,0.928
48.2874,15.8457,0.848
48.2874,15.8874,0.902
48.2874,15.929,0.918
48.2874,15.9707,0.863
48.2874,16.0124,0.8
48.2874,16.054,0.738
48.2874,16.0957,0.855
48.2874,16.1374,0.923
48.2874,16.179,0.668
48.2874,16.2207,0.138
48.2874,16.2624,0.915
48.2874,16.304,0.658
48.2874,16.3457,0.875
48.2874,16.3874,0.993
48.2874,16.429,0.998
48.2874,16.4707,0.938
48.2874,16.5124,0.887
48.2874,16.554,0.933
48.2874,16.5957,0.85
48.2874,16.6374,0.74
48.2874,16.679,0.77
48.2874,16.7207,0.875
48.2874,16.7624,0.488
48.2874,16.804,0.35
48.2874,16.8457,0.39
48.2874,16.8874,0.278
48.279,13.1207,0.435
48.279,13.1624,0.533
48.279,13.204,0.582
48.279,13.2457,0.45
48.279,13.2874,0.403
48.279,13.329,0.415
48.279,13.3707,0.475
48.279,13.4124,0.783
48.279,13.454,0.755
48.279,13.4957,0.873
48.279,13.5374,0.777
48.279,13.579,0.97
48.279,13.6207,0.71
48.279,13.6624,0.642
48.279,13.704,0.618
48.279,13.7457,0.66
48.279,13.7874,0.35
48.279,13.829,0.305
48.279,13.8707,0.278
48.279,13.9124,0.145
48.279,13.954,0.69
48.279,13.9957,0.738
48.279,14.0374,0.725
48.279,14.079,0.798
48.279,14.1207,0.877
48.279,14.1624,0.76
48.279,14.204,0.75
48.279,14.2457,0.873
48.279,14.2874,0.707
48.279,14.329,0.895
48.279,14.3707,0.675
48.279,14.4124,0.892
48.279,14.454,0.897
48.279,14.4957,0.757
48.279,14.5374,0.887
48.279,14.579,0.865
48.279,14.6207,0.717
48.279,14.6624,0.762
48.279,14.704,0.663
48.279,14.7457,0.603
48.279,14.7874,0.38
48.279,14.829,0.468
48.279,14.8707,0.472
48.279,14.9124,0.46
48.279,14.954,0.447
48.279,14.9957,0.608
48.279,15.0374,0.287
48.279,15.079,0.715
48.279,15.1207,0.245
48.279,15.1624,0.553
48.279,15.204,0.697
48.279,15.2457,0.845
48.279,15.2874,0.603
48.279,15.329,0.762
48.279,15.3707,0.868
48.279,15.4124,0.558
48.279,15.454,0.673
48.279,15.4957,0.382
48.279,15.5374,0.695
48.279,15.579,0.553
48.279,15.6207,0.8
48.279,15.6624,0.793
48.279,15.704,0.755
48.279,15.7457,0.765
48.279,15.7874,0.892
48.279,15.829,0.933
48.279,15.8707,0.815
48.279,15.9124,0.785
48.279,15.954,0.775
48.279,15.9957,0.885
48.279,16.0374,0.808
48.279,16.079,0.733
48.279,16.1207,0.762
48.279,16.1624,0.538
48.279,16.204,0.132
48.279,16.2457,0.13
48.279,16.2874,0.812
48.279,16.329,0.495
48.279,16.3707,0.988
48.279,16.4124,0.998
48.279,16.454,1.0
48.279,16.4957,0.962
48.279,16.5374,0.94
48.279,16.579,0.67
48.279,16.6207,0.707
48.279,16.6624,0.655
48.279,16.704,0.675
48.279,16.7457,0.515
48.279,16.7874,0.387
48.279,16.829,0.598
48.279,16.8707,0.692
48.279,16.9124,0.305
48.2707,13.0874,0.41
48.2707,13.129,0.385
48.2707,13.1707,0.49
48.2707,13.2124,0.595
48.2707,13.254,0.382
48.2707,13.2957,0.548
48.2707,13.3374,0.435
48.2707,13.379,0.66
48.2707,13.4207,0.7
48.2707,13.4624,0.752
48.2707,13.504,0.765
48.2707,13.5457,0.9
48.2707,13.5874,0.902
48.2707,13.629,0.855
48.2707,13.6707,0.615
48.2707,13.7124,0.73
48.2707,13.754,0.46
48.2707,13.7957,0.34
48.2707,13.8374,0.472
48.2707,13.879,0.21
48.2707,13.9207,0.278
48.2707,13.9624,0.185
48.2707,14.004,0.717
48.2707,14.0457,0.712
48.2707,14.0874,0.772
48.2707,14.129,0.748
48.2707,14.1707,0.835
48.2707,14.2124,0.93
48.2707,14.254,0.973
48.2707,14.2957,0.92
48.2707,14.3374,0.675
48.2707,14.379,0.665
48.2707,14.4207,0.877
48.2707,14.4624,0.89
48.2707,14.504,0.89
48.2707,14.5457,0.868
48.2707,14.5874,0.897
48.2707,14.629,0.74
48.2707,14.6707,0.803
48.2707,14.7124,0.678
48.2707,14.754,0.65
48.2707,14.7957,0.71
48.2707,14.8374,0.463
48.2707,14.879,0.44
48.2707,14.9207,0.215
48.2707,14.9624,0.517
48.2707,15.004,0.67
48.2707,15.0457,0.582
48.2707,15.0874,0.203
48.2707,15.129,0.403
48.2707,15.1707,0.74
48.2707,15.2124,0.9
48.2707,15.254,0.692
48.2707,15.2957,0.475
48.2707,15.3374,0.27
48.2707,15.379,0.515
48.2707,15.4207,0.642
48.2707,15.4624,0.757
48.2707,15.504,0.38
48.2707,15.5457,0.647
48.2707,15.5874,0.56
48.2707,15.629,0.788
48.2707,15.6707,0.805
48.2707,15.7124,0.788
48.2707,15.754,0.967
48.2707,15.7957,0.967
48.2707,15.8374,0.87
48.2707,15.879,0.798
48.2707,15.9207,0.803
48.2707,15.9624,0.8
48.2707,16.004,0.793
48.2707,16.0457,0.8
48.2707,16.0874,0.83
48.2707,16.129,0.39
48.2707,16.1707,0.837
48.2707,16.2124,0.175
48.2707,16.254,0.885
48.2707,16.2957,0.237
48.2707,16.3374,0.832
48.2707,16.379,0.993
48.2707,16.4207,0.995
48.2707,16.4624,1.0
48.2707,16.504,0.942
48.2707,16.5457,0.92
48.2707,16.5874,0.572
48.2707,16.629,0.7
48.2707,16.6707,0.46
48.2707,16.7124,0.897
48.2707,16.754,0.425
48.2707,16.7957,0.512
48.2707,16.8374,0.398
48.2707,16.879,0.26
48.2707,16.9207,0.52
48.2624,13.0374,0.127
48.2624,13.079,0.442
